c_emo	c_hash	m_mention	url	c_url	tweet_text	c_mention	parsed_text	length	m_emo	user	published_date	c_quote	m_hash	D	#	E	G	!	&	@	A	$	L	M	N	O	","	U	T	V	P	S	R	~	^	Y	X	Z	e/p/i	s/ns/na	sentiment
0	1			0	New Coors summer brew tastes like an old watered down spirite! #budlightliving	0	New Coors summer brew tastes like an old watered down spirite!  _HASH 	78		RHayden12	07:37.0	0	budlightliving	76	89	0	1	8	5	44	57	22	11	0	176	39	126	38	8	149	86	0	48	49	110	0	1	5	?	?	positive
0	2	budlight		0	@budlight I drink enough of your beer all the time miswell give me a phone call #budlightliving looks unreal! #bestbeerintheworld	1	 _MENTION  I drink enough of your beer all the time miswell give me a phone call  _HASH  looks unreal!  _HASH 	129		kaylynntracey	11:02.0	0	"budlightliving,bestbeerintheworld"	79	91	0	1	8	5	45	58	22	11	0	180	41	127	38	8	153	88	0	48	49	110	0	2	5	?	?	positive
0	2	dameonrose		1	RT @dameonrose: My friend for the night #budlightliving # bud then going to kick it #country pic.twitter.com/jAD75LyiRc	1	RT  _MENTION : My friend for the night  _HASH  # bud then going to kick it  _HASH   _URL 	119		countrylivin567	18:19.0	0	"budlightliving,country"	81	94	0	1	8	5	46	58	22	11	0	183	42	127	39	8	155	90	0	49	51	110	0	2	5	?	?	positive
0	1			0	#budlightliving	0	 _HASH 	15		KevMurray10	33:02.0	0	budlightliving	81	95	0	1	8	5	46	58	22	11	0	183	42	127	39	8	155	90	0	49	51	110	0	2	5	?	?	positive
0	5			0	To working hard & enjoying the opportunities to live #londont #budlight #budlightliving #work #buds	0	To working hard & enjoying the opportunities to live  _HASH   _HASH   _HASH   _HASH   _HASH 	99		KevMurray10	40:07.0	0	"londont,budlight,budlightliving,work,buds"	82	100	0	1	8	6	46	59	22	11	0	184	42	127	39	8	158	92	0	49	51	110	0	2	5	?	?	positive
0	1			1	#budlightliving instagram.com/p/oHezcrPE-v/	0	 _HASH   _URL 	43		alyxstone	00:08.0	0	budlightliving	82	101	0	1	8	6	46	59	22	11	0	184	42	127	40	8	158	92	0	49	51	110	0	2	5	?	?	positive
0	1			1	"Saturday night, #budlightliving pic.twitter.com/pxpsYjnR0J"	0	"Saturday night,  _HASH   _URL "	58		duswim	19:26.0	0	budlightliving	82	102	0	1	8	6	46	59	22	11	0	185	42	128	41	8	158	92	0	49	51	111	0	2	5	?	?	positive
0	1			0	Just saw the pre-roll ad for #BudLightLiving.. just wait for what we have in store on Tuesday!	0	Just saw the pre-roll ad for  _HASH .. just wait for what we have in store on Tuesday!	94		ConstanceChan	29:24.0	0	BudLightLiving	83	103	0	1	8	6	46	59	22	11	0	188	44	130	41	8	161	96	0	51	51	112	0	2	5	?	?	positive
0	1	budlight		0	@budlight Where is this #budlightliving Line....and why hasn't it called? Lets do some awesome stuff!!	1	 _MENTION  Where is this  _HASH  Line....and why hasn _DQ t it called? Lets do some awesome stuff!!	102		Spower69	30:09.0	1	budlightliving	84	104	0	1	8	7	47	60	22	12	0	190	46	133	41	8	165	96	0	53	51	112	0	2	5	?	?	positive
0	1	YouTube		1	I liked a @YouTube video youtu.be/ngNFsvv3FW8?a The #BudLightLiving Line	1	I liked a  _MENTION  video  _URL  The  _HASH  Line	72		Adorboy	35:01.0	0	BudLightLiving	86	104	0	1	8	7	48	60	22	12	0	191	47	133	42	8	166	96	0	53	51	114	0	2	5	?	?	positive
0	1	budlight		0	"#BudLightLiving is to wishing you were dead, as wishing you were dead is to wishing you were dead. @budlight Fire your marketing staff."	1	" _HASH  is to wishing you were dead, as wishing you were dead is to wishing you were dead.  _MENTION  Fire your marketing staff."	135		ccpopowicz	04:40.0	0	BudLightLiving	87	105	0	1	8	7	49	63	22	12	0	193	50	136	42	8	174	99	0	53	51	115	0	2	5	?	?	negative
0	1	budlight		0	@budlight Were your #budlightliving ads written by cunty 8th graders? Are you sure? Check again. Pretty sure they were.	1	 _MENTION  Were your  _HASH  ads written by cunty 8th graders? Are you sure? Check again. Pretty sure they were.	119		ccpopowicz	06:27.0	0	budlightliving	88	105	0	1	8	7	50	67	22	12	0	196	52	140	42	8	179	100	0	55	51	115	0	2	5	?	?	negative
0	1			0	Can the #budlightliving line call me?! 	0	Can the  _HASH  line call me?! 	39		LNix321	17:03.0	0	budlightliving	89	105	0	1	8	7	50	67	22	12	0	197	53	141	42	8	181	100	0	55	51	116	0	2	5	?	?	positive
0	1			1	Remember that crazy secret Aoki party? #BudLightLiving youtu.be/ngNFsvv3FW8	0	Remember that crazy secret Aoki party?  _HASH   _URL 	75		tamarratown	13:05.0	0	BudLightLiving	90	106	0	1	8	7	50	69	22	12	0	198	53	142	43	8	182	100	0	55	51	117	0	2	5	?	?	positive
0	1			1	"\Your suitcase of cash is waiting in New York City\"" #BudLightLiving youtu.be/AWI6BBPi3qY"""	0	 _DQ Your suitcase of cash is waiting in New York City _DQ   _HASH   _URL 	88		tamarratown	33:10.0	2	BudLightLiving	91	107	0	1	8	7	50	69	22	12	0	200	53	144	44	8	184	102	0	55	51	120	0	2	5	?	?	positive
0	1			0	I need that #budlightliving call asap!!!	0	I need that  _HASH  call asap!!!	40		OsasObas2	07:10.0	0	budlightliving	91	107	0	1	8	7	50	69	22	12	0	200	55	145	44	8	187	102	0	56	51	120	0	2	5	?	?	positive
0	0			1	#Applepiemoonshine#josecuervo#budlightliving kinda morning pic.twitter.com/iWiDcVbqV7	0	#Applepiemoonshine#josecuervo#budlightliving kinda morning  _URL 	85		CannizzoRyan	12:58.0	0		91	110	0	1	8	7	50	69	22	12	0	201	55	145	45	8	187	102	0	57	51	120	0	2	5	?	?	positive
0	1			0	i wanna get a call from the #budlightliving line SO bad	0	i wanna get a call from the  _HASH  line SO bad	55		JonnyLepage	37:29.0	0	budlightliving	93	110	0	1	8	7	50	70	22	12	0	203	56	145	45	8	189	103	0	58	51	121	0	2	5	?	?	positive
0	0			0	Bud Light Living ads are such a rip off of the Europe scene in Rules of Attraction the agency responsible for it should be beyond ashamed	0	Bud Light Living ads are such a rip off of the Europe scene in Rules of Attraction the agency responsible for it should be beyond ashamed	137		kristyna3	34:02.0	0		96	110	0	1	8	7	50	73	22	12	0	209	57	145	45	8	192	109	0	58	51	125	0	2	5	?	?	negative
0	2			0	#budlightliving in #londonontario hahaha I thought the only big events we're memorial cup and preseason game. That would be an amazing time	0	 _HASH  in  _HASH  hahaha I thought the only big events we _DQ re memorial cup and preseason game. That would be an amazing time	139		xXEVILMONKEYX	59:20.0	1	"budlightliving,londonontario"	98	111	0	1	9	8	50	76	22	13	0	215	59	146	45	8	195	110	0	58	51	126	0	2	5	?	?	positive
0	1			0	"Can I get a #budlightliving call on my birthday? Plz doe, plz"	0	"Can I get a  _HASH  call on my birthday? Plz doe, plz"	61		Anthonysane	00:10.0	0	budlightliving	100	111	0	1	9	8	50	76	22	13	0	217	60	148	45	8	200	111	0	59	51	126	0	2	5	?	?	positive
0	2	"sensation,Rogers_Centre"		1	"Upcoming: The return of @sensation \Into the Wild\"" bestoftoronto.net/2014/05/upcomi… @Rogers_Centre #budlightliving #budlightsensation"""	2	Upcoming: The return of  _MENTION   _DQ Into the Wild _DQ   _URL …  _MENTION   _HASH   _HASH 	134		BestOfTorontoTV	06:56.0	2	"budlightliving,budlightsensation"	102	113	0	1	9	8	52	78	22	13	0	218	60	152	46	8	200	113	0	59	51	126	0	2	5	?	?	positive
